马里奥赛车-手游端加好友吗？,还玩吗,
玩。下载游戏在公众号 168游戏坊 里下载,
虽然但是，我一直在查攻略，一直卡关😂,打的游戏有剑三，永劫无间，steam里休闲合作游戏，哈利波特魔法觉醒等等！！有没有游戏池差不多的QAQ！玩游戏基本意识是有的，但可能也没那么高天赋和灵性呜呜呜。PC端的双人成行也可以，最近在打折！！！,组起来,
滴滴,
滴滴！,
我可以！永劫无间和双人成行我都有，其他的也可以一起玩！,
可！！,
私你企鹅,
谁打传奇,
我玩HP,
（玩了老头环后的奇思妙想）,毛线小精灵2双人成行啥的都可,一般晚上可在线，目前本体刷到龙结晶之地。
想找同好一起打打，本人太刀侠。,想加3个好友完成挑战拿宝石🥺
我的id 119371858883,我！求加 545350108246,
已申好友,
加我！！611746166055,
有没有一起玩合作赛的？,
还玩吗,
很喜欢剧情➕互动向的单机游戏，大家有什么推荐吗？,奇异人生,
巫师3 荒野大镖客2,
感觉大表哥最符合,
荒野大镖客救赎2,
这个玩过了确实🉑️！,
有没有在国内很火的国外游戏和国内不火但国外很火的游戏，文章需要素材，但对这方面不太了解，,知乎上一搜一大堆,
有，你关注公众号 168游戏坊 输入游戏名字。就可以下载了,
开放世界类，主角是一个僧人，可以变成鸟，跪求大佬告知555,,不明觉厉,
一把需要肝的武器……,
,有玩原神的友友嘛
我创建一个weixin小群
成员现在有3个人
不准备发展为大群。
小群很佛系聊天，不会打扰。偶尔可以帮忙打打boss踩踩材料啥的。 小组织多纳几个新人热闹一丢丢
成员们都很佛系 欢迎加入,有！求拉！,
佛系玩家+1,
佛系+1,
求拉！,
求拉,
求拉～,
发你了哈,
已发,
已发,
卡在这关了，有没有哪位大神来指点迷津,想讨论主机单机游戏的可以到群里一起聊天联机
群内气氛融洽，友爱和谐 后来由于广州地区小伙伴们比较多，逐渐开始组织线下活动。期待其他地区小伙伴们加入组织更多支部活动。
 主要联机游戏：怪物猎人世界（冰原），泰拉瑞亚，人类一百涂地。 
线下聚会内容：密室逃脱（目前团队通过率100%！），各类桌游，剧本（内置专业MC） 按照群具体情况长期随缘拉人，有意的请豆油我加入，欢迎大家。 
注意事项： 1. 长期不发言群主会定期清理； 2. 被投诉私下加好友骚扰的会被清理； 3. 口吐芬芳素质低下的，估计自己也待不多久~,求啦，爱玩缺朋友,
这些游戏都不玩可以吗,
等,
看我发现了谁🥳,
赶紧发帖顺便招一波群友！,
好 哈哈哈,
等,
有群吗，端游和switch可能多一点,
等,
怪猎冰原崛起都行，菜鸡轻弩选手,
哇,
等,
等,
想玩密室逃脱（害怕）。,
什么游戏？,
越害怕越想玩不是吗？,
的确。（跃跃欲试）,
那还不赶紧加入组织~疫情差不多了这两周应该有活动,
等,
uu！我想一起玩游戏！,
好啊，平时玩什么的？,
怪物猎人、饥荒、泰拉瑞亚、星露谷等等,
等,
人类一败涂地很菜可以吗？,
等,
等,
等,
等,
等,
呜，好羡慕可以有线下活动。,
求拉，已豆油,
等,
等,
等,
还有吗，带带我,
等,
求啦！,
欢迎，平时玩什么游戏,
打双人成行，麻布仔,
等,
等,
等,
 ps4也行，男女皆可，只要你诚心和我一起通关😎 别打到半路跑路 来个人一起玩双人成行也行，男女不限 来个性格好的 都是ps平台 我游戏超多，人也幽默 除了打游戏也能当树洞。 开变声器的也行 当你是女的处。,楼主还缺人吗？ 想玩双人成行,
哥们 我ps5双人成行卖了 xbox上可以 🤔这几天天我下午5点以后都有空,
我没有西瓜皮 也许可以看看ps4上的其他游戏？,
😎哥们 我ps5上基本没联机游戏 都是西瓜皮上看 你也看球？ 可以来我的球迷群 里面也有不少玩主机的,
嗯嗯可以啊,
大哥玩别的吗。比如老头环哈哈哈。,
😂我已经通关不玩了，最近刚摘了眼镜，没法打游戏,
网友自制关卡里面的魔鬼难度都谁过了？
魔鬼难度,我玩过,
我记得我还付费了,
有没有做游戏主播的有经验的宝子们,        本来是去看能拿点啥奖励和游戏改动的，没想到看见了GM在做蛋糕，就还挺新颖的，硬是看了全程看到蛋糕做完，没想到做的还不错2333。
        看到岛民们自己制作的祝福视频还挺有感触的，因为玩彩虹岛很久了，大概能get到他们对彩虹岛的感情，准备明年咱也搞一个。
        听了两个GM的承诺，希望能真的兑现，也期待夏天Laboom版本的上线，希望会是全新的彩虹岛！,        直播挺惊喜的，别的不说，就这个做蛋糕环节给我看乐了，一直以为比较能镇住场子的是小豪，没想到小四做的更溜。
说实话后面小豪说的话我还挺有感触的，只凭猜测做出来的游戏不一定是岛民们想要的，只有下场了解岛民们最真实的想法，才能做出来更好的彩虹岛。
        看了laboom版本的预告，期待小四小豪许诺玩家的都能实现！祝生日快乐吧~,温柔话多   能刚能苟  用心陪伴游戏,滴滴我,
有嘛,
是女生吗🥺,
是呀,
那你加我～有时间一起玩,
dd,
我我我！我也是女生,
男的 女的都可以。
嘻嘻,玩友报道🏄,
豆,
我,
豆,
玩,
打怪游戏,
玩啥？,
豆,
修仙打怪游戏,
可以直接私信,
道友 在不,
还能交到好朋友的,方舟生存进化 不会变聪明 能交到好朋友,
rt,城市大亨?,
都市天际线,
都市天际线,
前两天免费,
前者是不敢自己玩，后者想玩但没人一起，或者把我拉进人少的游戏群也行，多谢啦。,dd,
我还很喜欢《Raft》。,
男生可以吗？逃出生天。,
可以啊,
私你了。,
我是等下班才有时间，,
英灵神殿一起啊，最近沉迷这个
188325859,
我也是下班后玩。,
好的加你了。,
你这也不是微信啊。,
这个是Steam好友码，微信的话私发吧,
,第一个是防火女嘛 其它的只认识蒂法🤓,
还有老游戏的角色呦 混沌军团,
一个人不敢玩，人多壮壮胆。steam《森林》或者其他的（待定可推荐），其他游戏也可看你玩什么。,我一般晚上有时间，你看玩啥能联机的😂,
可以带萌新，一起拿皇冠需要的滴,我 忘记了😞😞😞,
蜘蛛侠169，战神110，荒野大镖客165，底特律变人75，命运2 20，nba2k14 150
打包可包邮,        有一段时间不玩这游戏了，突然想看看最近咋样了，上官网发现在搞周年庆，我怎么觉得上次周年庆也就是前几天的事。看了看今年周年庆，新衣服挺戳我的。还是熟悉的配方还是熟悉的味道。不过让我想回坑的是支线剧情里面的BOSS魔傀。。因为还挺帅的，果然年纪大了就是容易三观跟着五官走，剧情什么的不重要，颜值才是王道。。,打了一天游戏,什么游戏,
想玩但很多网站好假,王者：我曾经是王者，后来说声算了，双区都是钻石段位，上周刚回归
吃鸡：钻石段位，喜欢钢枪，菜鸡一个,最好是基建养成放置类,找队友，新手，有好友通行证，橘子平台的,举手！我好感兴趣，我可以玩吗？哈哈哈😆,
各种游戏都行,😆竟然看到玩xbox的了,
同伙？,
哈哈，是的。,
好久没开机了,
开呗,
这……哪里找这么好的女朋友？,
是买的ONE么，不玩了转给我得了,
……这,
买回来两个月了，开学就要吃灰了,
好好学习，天天向上,
这。。。,
我，这儿呢！🙋🏻‍♀️🙋🏻‍♀️,
我我我 最近在xbox电玩打工,
你们都在玩什么,
😅我是,
xgpu都可以,
应该算是抽卡游戏，《剑与远征》
抽卡消耗钻石，有三种抽卡方式
普通的随机抽卡单抽300钻，十连2700钻
第二种可以自选卡，单抽500钻，十连5000钻，这种抽卡方式是公布了抽卡概率的，2％的掉率
第三种sp卡也是单抽500，十连5000钻
今天抽卡券加钻石大概有600抽
普通卡池抽了280抽，这个没有公开掉率，不过我感觉还算正常
自选卡池抽了300抽，我只抽到了4个想要的卡，它的公布掉率2％，我抽到卡的概率比保底还低，这是正常的吗
sp卡池只抽了30抽，没抽到也是正常吧
自选卡池我的掉率1.3％，其他游戏也会有个人掉率比保底掉率还要低的情况吗,以前在阴阳师和恋与制作人都没有遇到过这种情况,
不入迷的那种,苹果mac能玩啥游戏啊,
有啊,
还可以帮助睡眠,
什么啊,
《unpacking》？,
MIR4,
,自己玩没意思，想找点小伙伴。
PS5，switch都有,你留个威信号吧我拉你,
355029472,
644459996谢谢,
奶奶对智能手机的使用仅限于抖音和微信
总觉得刷多了短视频不太好
平时我不在家，爷爷会用百度看新闻，奶奶也挺无聊的，想给奶奶找点游戏玩玩
今天根据百度搜到的内容下了成语填空和消消乐，奶奶还玩得挺不亦乐乎
想问一下家人们还有没有简单点的游戏适合老人玩呀？,送你奶奶一台switch+动物森友会好了。,
有一起玩的吗,球球了,小小梦魇!偏恐怖的解密游戏，玩起来挺不困的，要支棱起来玩,
我打开这个游戏 请问一下第一关啥意思啊 应该填什么😭,
,和最强蜗牛画风好像,
画面有点马赛克，千禧年的感觉，有hellokity之类的元素，主要是对话形式
好像是日本的,是GB的Hello Kitty no Happy House（ハローキティのハッピーハウス）吗,
好像不是😢,
本人有点晕3d和第一人称，找同类型的游戏好友,如题 想找个固定车队或者群 法师辅助打野都可,,具体啥时候出品的不记得了，大概在2010-2015之间。游戏是西方玄幻背景，整体色调暗淡，ui金属感强。玩家依靠随从进行回合制战斗，随从是抽卡形式获得，同样名字的随从间有不同的后缀，忘了是设定为“性格”还是啥，反正会影响随从的属性，也就是说想拉战力得随从好后缀也对才行。开局第一次十连必出的是一个长相(或者设定？)类似lol丽桑卓(冰女)的随从，我记得我当时还抽到了一个粉色头发的少女，战斗力还挺强。有主线关卡，也有每周或每天固定时间的世界boss。可以联网。

游戏的名字想不起来😭脑海里只有一个“魂”字的记忆，也可能不准。求求大家帮我想一下😭😭,人不用太多五六个人就足够，最好是喜欢玩同类型的游戏，我自己百搭，什么游戏都玩,steam id JX_H，看库存可以知道玩什么游戏，最近玩单机多，不太喜欢竞技游戏，如果有同样喜欢的游戏的话欢迎加好友一起玩,
看看我自己,
让我康康,
我喜欢玩的全是解密恐怖类这些游戏哈哈steam单人版,
我不敢,
我乱七八糟啥都玩，只要不是恐怖游戏，我都行,
fps 森林 永劫无间 黎明杀机 饥荒联机这些也可以哈哈,
百搭=没说。好歹列几个库里的游戏，按时长排序优先。,
百搭=你玩什么我玩什么,
打gogo吗hxd,
永劫无间+1,
玩的🤣,
大佬考虑进群吗,
拉我拉我,
私我吧～,
有玩怪猎的吗,
拉我拉我,
基本上玩的都是剧情丰富的开放世界单机游戏，比如上古卷轴五，辐射：新维加斯，辐射4，最近在重玩赛博朋克2077（1.5版更新了很多东西，夜之城更丰富了）,
1121973477 主要休闲游戏,
难得一见玩欧美开放世界rpg的女孩子啊，而且也fire了，很同步,
我喜欢玩crpg类型的，博德之门3这种有么,
蹲一个，基本什么类型游戏都玩,
最好VX群  本人什么都玩 单机的联机的 ,蹲一个,
你都玩什么类型游戏呀,
厨房 人类 揍击派对 盗贼之海还有些但联机的多一点,
你STEAM多少阿 可以一起玩啊 盗贼之海我也想买,
1086528775,
加你拉 我在下载 迟点可以一起玩！,
求拉15641782397,
胡闹厨房2，求加steam游戏小组,
蹲一个,
蹲一个,
微信群有吗?,
求小伙伴-33-66-99,
蹲一个,
蹲一个,
我是新手，之前没玩过，求长期队友一起玩。
游戏时间：工作日每天22:00-24:00(打工人没办法，到凌晨2点也可以)。周末全天都可以
沟通：语音打字都可以
平台：xbox,求好友,
dd,
111,
求好友,
🙏,
🙏,
很小的时候玩的，想不起来叫啥了。游戏主角是两个纯黑色的小生物（并不知道是啥生物），一男一女。但不是双人游戏，玩家可以通过切换视角来轮流控制两个角色互相配合然后过关。两个不同性别的角色长得不太一样，男的那个大概长这样↓,Dokuro,
